number ,AphidMummy,field,plot ,tube ,fertilization,parasitoid,endosymbiont,Mdir,Save,Rpad,Hden,Rins,EPpla,APrho,APuzb,APerv,APave,PRvol,PRgal,AEabd,ALvic,ASsus,ASvul,COcla,PHvil,DEcar
3863,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,aph,L,1,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,aph,L,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,aph,L,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,aph,L,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,aph,L,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,aph,L,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,aph,L,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,aph,L,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,aph,L,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,aph,L,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,aph,L,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,aph,L,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,aph,L,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,aph,L,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,aph,L,6,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,aph,L,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,aph,L,6,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,aph,L,6,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,aph,L,6,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,aph,L,6,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,aph,L,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,aph,L,6,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,aph,L,6,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,aph,L,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,aph,L,6,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,aph,L,6,1,yes,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,aph,L,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,aph,L,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,aph,L,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,aph,L,3,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,aph,L,3,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,aph,L,3,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,aph,L,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,aph,L,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,aph,L,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,aph,L,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,aph,L,5,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,aph,L,5,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,aph,L,5,1,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,aph,L,5,1,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,aph,L,5,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,aph,L,5,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,aph,L,5,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,aph,L,5,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,aph,L,5,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,aph,L,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,aph,L,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,aph,L,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,aph,L,5,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,aph,L,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,mum,L,4,1,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,mum,L,4,1,yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,mum,L,4,1,yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,mum,H,1,2,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3343,mum,H,1,2,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3345,mum,H,1,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3349,mum,H,1,2,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3496,mum,H,6,2,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3497,mum,H,6,2,yes,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3499,mum,H,6,2,yes,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3530,aph,H,6,2,yes,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3531,mum,H,6,2,yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3687,mum,L,4,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3784,aph,L,2,2,yes,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3797,aph,L,2,2,yes,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3905,mum,L,1,2,no,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4011,mum,L,6,2,yes,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4131,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4132,mum,L,3,2,no,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4135,mum,L,3,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4288,mum,L,5,2,no,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4289,mum,L,5,2,no,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4290,mum,L,5,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4291,mum,L,5,2,no,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4292,mum,L,5,2,no,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4293,mum,L,5,2,no,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4300,mum,L,2,2,yes,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4301,mum,L,2,2,yes,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4302,mum,L,2,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4303,mum,L,2,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4304,mum,L,2,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4305,mum,L,2,2,yes,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4306,mum,L,2,2,yes,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4307,mum,L,2,2,yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4308,mum,L,2,2,yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4309,mum,L,2,2,yes,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4311,mum,L,2,2,yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4312,mum,L,2,2,yes,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4313,mum,L,2,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4337,mum,L,6,2,yes,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4339,mum,L,6,2,yes,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4342,mum,L,6,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4343,mum,L,6,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4363,mum,L,4,2,yes,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4378,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4380,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3172,aph,H,3,2,no,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3195,aph,H,3,2,no,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3200,aph,H,3,2,no,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3348,mum,H,1,2,no,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3350,mum,H,1,2,no,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3560,aph,H,6,2,yes,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3686,mum,L,4,2,yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3900,aph,L,1,2,no,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4136,mum,L,3,2,no,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4310,mum,L,2,2,yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4340,mum,L,6,2,yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4379,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3167,aph,H,3,2,no,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3171,mum,H,3,2,no,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3247,mum,H,5,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3248,mum,H,5,2,no,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3249,mum,H,5,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3250,mum,H,5,2,no,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3340,mum,H,1,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3342,mum,H,1,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3344,mum,H,1,2,no,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3346,mum,H,1,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3347,mum,H,1,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3371,mum,H,4,2,yes,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3377,aph,H,4,2,yes,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3498,mum,H,6,2,yes,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3684,aph,L,4,2,yes,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3783,aph,L,2,2,yes,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4006,aph,L,6,2,yes,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4130,mum,L,3,2,no,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4133,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4137,mum,L,3,2,no,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4139,mum,L,3,2,no,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4141,mum,L,3,2,no,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4142,mum,L,3,2,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4148,aph,L,3,2,no,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4298,mum,L,2,2,yes,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4341,mum,L,6,2,yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4362,mum,L,4,2,yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3109,aph,H,1,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,aph,H,1,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,aph,H,1,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,aph,H,1,2,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,aph,H,1,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,aph,H,1,2,no,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,aph,H,1,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,aph,H,3,2,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,aph,H,3,2,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,aph,H,3,2,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,aph,H,3,2,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,aph,H,3,2,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,aph,H,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,aph,H,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,aph,H,3,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,aph,H,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,aph,H,3,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,aph,H,5,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,aph,H,5,2,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,aph,H,5,2,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,aph,H,5,2,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,aph,H,5,2,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,aph,H,1,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,aph,H,1,2,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,aph,H,1,2,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,aph,H,1,2,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,aph,H,4,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,aph,H,4,2,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,aph,H,4,2,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,aph,H,4,2,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,aph,H,4,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,aph,H,6,2,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,aph,H,6,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,aph,H,6,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,aph,H,6,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,aph,H,6,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,aph,H,6,2,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,aph,H,6,2,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,aph,H,6,2,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,aph,H,6,2,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,aph,H,6,2,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,aph,H,6,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,aph,H,6,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,aph,H,6,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
